,County,Income,State
3095,Fremont,"56,891",Wyoming
3096,Goshen,"54,733",Wyoming
3097,Hot Springs,"63,816",Wyoming
3098,Johnson,"70,887",Wyoming
3099,Laramie,"65,150",Wyoming
3100,Lincoln,"73,432",Wyoming
3101,Natrona,"79,846",Wyoming
3102,Niobrara,"59,399",Wyoming
3103,Park,"77,015",Wyoming
3104,Platte,"59,292",Wyoming
3105,Sheridan,"73,622",Wyoming
3106,Sublette,"70,620",Wyoming
3107,Sweetwater,"64,115",Wyoming
3108,Teton,"471,751",Wyoming
3109,Uinta,"49,350",Wyoming
3110,Washakie,"57,474",Wyoming
3111,Weston,"54,380",Wyoming
